locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNHNOIJP_00365	CDS	1338	glyQS	6.1.1.14		Glycine--tRNA ligase
MNHNOIJP_00366	CDS	1473	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
MNHNOIJP_00367	CDS	768				hypothetical protein
MNHNOIJP_00368	CDS	1140	PdeB	3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase PdeB
MNHNOIJP_00369	CDS	714	mtnN_1	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MNHNOIJP_00370	CDS	1179	metK_1	2.5.1.6		S-adenosylmethionine synthase
MNHNOIJP_00371	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
MNHNOIJP_00372	CDS	663				hypothetical protein
MNHNOIJP_00373	CDS	420	hit_1		COG0537	Protein hit
MNHNOIJP_00374	CDS	1365			COG2239	Magnesium transporter MgtE
MNHNOIJP_00375	CDS	1413	treA	3.2.1.28		Periplasmic trehalase
MNHNOIJP_00376	CDS	1026	tmpC_1		COG1744	Membrane lipoprotein TmpC
MNHNOIJP_00377	CDS	1020	tmpC_2		COG1744	Membrane lipoprotein TmpC
MNHNOIJP_00378	CDS	1062	tmpC_3		COG1744	Membrane lipoprotein TmpC
MNHNOIJP_00379	CDS	1026	tmpC_4		COG1744	Membrane lipoprotein TmpC
MNHNOIJP_00380	CDS	474	rpsG_1		COG0049	30S ribosomal protein S7
MNHNOIJP_00381	CDS	4134	rpoC_1	2.7.7.6		DNA-directed RNA polymerase subunit beta'
MNHNOIJP_00382	CDS	3468	rpoB_1	2.7.7.6		DNA-directed RNA polymerase subunit beta
MNHNOIJP_00383	CDS	375	rplL_1			50S ribosomal protein L7/L12
MNHNOIJP_00384	CDS	489	rplJ_1		COG0244	50S ribosomal protein L10
MNHNOIJP_00385	CDS	681	rplA_1			50S ribosomal protein L1
MNHNOIJP_00386	CDS	432	rplK_1		COG0080	50S ribosomal protein L11
MNHNOIJP_00387	CDS	555	nusG_1		COG0250	Transcription termination/antitermination protein NusG
MNHNOIJP_00388	CDS	171	secE_1			Protein translocase subunit SecE
MNHNOIJP_00389	tRNA	75				tRNA-Trp(cca)
MNHNOIJP_00390	CDS	180				hypothetical protein
MNHNOIJP_00391	tRNA	73				tRNA-Thr(ggt)
MNHNOIJP_00392	CDS	849				hypothetical protein
MNHNOIJP_00393	CDS	1032				hypothetical protein
MNHNOIJP_00394	CDS	660				hypothetical protein
MNHNOIJP_00395	CDS	1545				hypothetical protein
MNHNOIJP_00396	CDS	1203				hypothetical protein
MNHNOIJP_00397	CDS	1467	proS_1	6.1.1.15	COG0442	Proline--tRNA ligase
MNHNOIJP_00398	CDS	678				hypothetical protein
MNHNOIJP_00399	CDS	612				hypothetical protein
MNHNOIJP_00400	CDS	612				hypothetical protein
MNHNOIJP_00401	CDS	1119	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
MNHNOIJP_00402	CDS	1878				hypothetical protein
MNHNOIJP_00403	CDS	630				hypothetical protein
MNHNOIJP_00404	CDS	882				hypothetical protein
MNHNOIJP_00405	CDS	780				hypothetical protein
MNHNOIJP_00406	CDS	621				hypothetical protein
MNHNOIJP_00407	CDS	858	cheR1_2	2.1.1.80		Chemotaxis protein methyltransferase 1
MNHNOIJP_00408	CDS	1128	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
MNHNOIJP_00409	CDS	1215				hypothetical protein
MNHNOIJP_00410	CDS	636	adk_1	2.7.4.3		Adenylate kinase
MNHNOIJP_00411	CDS	1029				hypothetical protein
MNHNOIJP_00412	CDS	918	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MNHNOIJP_00413	CDS	333				hypothetical protein
MNHNOIJP_00414	CDS	4092	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MNHNOIJP_00415	rRNA	105				5S ribosomal RNA
MNHNOIJP_00416	rRNA	2921				23S ribosomal RNA
MNHNOIJP_00417	rRNA	105				5S ribosomal RNA
MNHNOIJP_00418	rRNA	2921				23S ribosomal RNA
MNHNOIJP_00419	CDS	840	yigL_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
MNHNOIJP_00420	CDS	561		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
MNHNOIJP_00421	tRNA	74				tRNA-Ile(gat)
MNHNOIJP_00422	tRNA	76				tRNA-Ala(tgc)
MNHNOIJP_00423	rRNA	1532				16S ribosomal RNA
MNHNOIJP_00424	CDS	549				hypothetical protein
MNHNOIJP_00425	CDS	675	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MNHNOIJP_00426	CDS	318				hypothetical protein
MNHNOIJP_00427	CDS	390				hypothetical protein
MNHNOIJP_00428	CDS	606	yigZ		COG1739	IMPACT family member YigZ
MNHNOIJP_00429	CDS	753	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MNHNOIJP_00430	CDS	714				hypothetical protein
MNHNOIJP_00431	CDS	783	spo0J		COG1475	Stage 0 sporulation protein J
MNHNOIJP_00432	CDS	2433	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
MNHNOIJP_00433	CDS	1905	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
MNHNOIJP_00434	CDS	1461	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
MNHNOIJP_00435	CDS	1158	dnaN_1		COG0592	Beta sliding clamp
MNHNOIJP_00436	CDS	300				hypothetical protein
MNHNOIJP_00437	CDS	360	rnpA_1	3.1.26.5		Ribonuclease P protein component
MNHNOIJP_00438	CDS	1572	yidC_1			Membrane protein insertase YidC
MNHNOIJP_00439	CDS	729				hypothetical protein
MNHNOIJP_00440	CDS	1068	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
MNHNOIJP_00441	CDS	1080	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
MNHNOIJP_00442	CDS	1761	aspS_1	6.1.1.12		Aspartate--tRNA ligase
MNHNOIJP_00443	CDS	2106	kefB			Glutathione-regulated potassium-efflux system protein KefB
MNHNOIJP_00444	CDS	276				hypothetical protein
MNHNOIJP_00445	CDS	294				hypothetical protein
MNHNOIJP_00446	CDS	1260				hypothetical protein
MNHNOIJP_00447	CDS	534				hypothetical protein
MNHNOIJP_00448	CDS	705				hypothetical protein
MNHNOIJP_00449	CDS	843				hypothetical protein
MNHNOIJP_00450	CDS	1152	mgs	2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
MNHNOIJP_00451	CDS	990				hypothetical protein
MNHNOIJP_00452	CDS	606				hypothetical protein
MNHNOIJP_00453	CDS	1812	uvrC		COG0322	UvrABC system protein C
MNHNOIJP_00454	CDS	1503				hypothetical protein
MNHNOIJP_00455	CDS	1311	ycf3			Photosystem I assembly protein Ycf3
MNHNOIJP_00456	tRNA	89				tRNA-Ser(gct)
MNHNOIJP_00457	tRNA	89				tRNA-Ser(tga)
MNHNOIJP_00458	CDS	714				hypothetical protein
MNHNOIJP_00459	tRNA	76				tRNA-Arg(gcg)
MNHNOIJP_00460	tRNA	89				tRNA-Ser(gga)
MNHNOIJP_00461	CDS	174				hypothetical protein
MNHNOIJP_00462	CDS	1683	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
MNHNOIJP_00463	CDS	300	ebfC		COG0718	Nucleoid-associated protein EbfC
MNHNOIJP_00464	CDS	510	ndk_1	2.7.4.6	COG0105	Nucleoside diphosphate kinase
MNHNOIJP_00465	CDS	528				hypothetical protein
MNHNOIJP_00466	CDS	696	lptD			LPS-assembly protein LptD
MNHNOIJP_00467	CDS	822	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MNHNOIJP_00468	CDS	690		1.10.3.-	COG1496	Polyphenol oxidase
MNHNOIJP_00469	CDS	747	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
MNHNOIJP_00470	CDS	513	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
MNHNOIJP_00471	CDS	228				hypothetical protein
MNHNOIJP_00472	CDS	822	ymdB_1	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
MNHNOIJP_00473	CDS	1284	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MNHNOIJP_00474	CDS	1365	mepA			Multidrug export protein MepA
MNHNOIJP_00475	CDS	393				hypothetical protein
MNHNOIJP_00476	CDS	1185	tufA		COG0050	Elongation factor Tu
MNHNOIJP_00477	CDS	312	rpsJ_1		COG0051	30S ribosomal protein S10
MNHNOIJP_00478	CDS	621	rplC_1		COG0087	50S ribosomal protein L3
MNHNOIJP_00479	CDS	630	rplD			50S ribosomal protein L4
MNHNOIJP_00480	CDS	297	rplW		COG0089	50S ribosomal protein L23
MNHNOIJP_00481	CDS	834	rplB_1			50S ribosomal protein L2
MNHNOIJP_00482	CDS	279	rpsS			30S ribosomal protein S19
MNHNOIJP_00483	CDS	363	rplV		COG0091	50S ribosomal protein L22
MNHNOIJP_00484	CDS	882				hypothetical protein
MNHNOIJP_00485	CDS	417	rplP_1			50S ribosomal protein L16
MNHNOIJP_00486	CDS	201	rpmC_1		COG0255	50S ribosomal protein L29
MNHNOIJP_00487	CDS	255	rpsQ_1		COG0186	30S ribosomal protein S17
MNHNOIJP_00488	CDS	369	rplN_1		COG0093	50S ribosomal protein L14
MNHNOIJP_00489	CDS	306	rplX_1			50S ribosomal protein L24
MNHNOIJP_00490	CDS	549	rplE_1			50S ribosomal protein L5
MNHNOIJP_00491	CDS	399	rpsH_1		COG0096	30S ribosomal protein S8
MNHNOIJP_00492	CDS	543	rplF_1		COG0097	50S ribosomal protein L6
MNHNOIJP_00493	CDS	360	rplR		COG0256	50S ribosomal protein L18
MNHNOIJP_00494	CDS	498	rpsE		COG0098	30S ribosomal protein S5
MNHNOIJP_00495	CDS	216				hypothetical protein
MNHNOIJP_00496	CDS	438	rplO_1			50S ribosomal protein L15
MNHNOIJP_00497	CDS	1305	secY		COG0201	Protein translocase subunit SecY
MNHNOIJP_00498	CDS	114	rpmJ_1		COG0257	50S ribosomal protein L36
MNHNOIJP_00499	CDS	378	rpsM		COG0099	30S ribosomal protein S13
MNHNOIJP_00500	CDS	1035	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
MNHNOIJP_00501	CDS	372	rplQ		COG0203	50S ribosomal protein L17
MNHNOIJP_00502	CDS	1533	rny	3.1.-.-	COG1418	Ribonuclease Y
MNHNOIJP_00503	CDS	789	ymdB_2	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
MNHNOIJP_00504	CDS	720	tlyA		COG1189	Hemolysin A
MNHNOIJP_00505	CDS	750				hypothetical protein
MNHNOIJP_00506	CDS	1302	der_1		COG1160	GTPase Der
MNHNOIJP_00507	CDS	1260				hypothetical protein
MNHNOIJP_00508	CDS	690	ppaX	3.6.1.1		Pyrophosphatase PpaX
MNHNOIJP_00509	CDS	6501				hypothetical protein
MNHNOIJP_00510	CDS	1572				hypothetical protein
MNHNOIJP_00511	CDS	1701	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MNHNOIJP_00512	CDS	981	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
MNHNOIJP_00513	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
MNHNOIJP_00514	CDS	1095	dnaJ		COG0484	Chaperone protein DnaJ
MNHNOIJP_00515	CDS	1908	dnaK_2			Chaperone protein DnaK
MNHNOIJP_00516	CDS	564	grpE_1		COG0576	Protein GrpE
MNHNOIJP_00517	CDS	1539	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
MNHNOIJP_00518	CDS	855	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
MNHNOIJP_00519	CDS	423				hypothetical protein
MNHNOIJP_00520	CDS	1824				hypothetical protein
MNHNOIJP_00521	CDS	789	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
MNHNOIJP_00522	CDS	948	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
MNHNOIJP_00523	CDS	810				hypothetical protein
MNHNOIJP_00524	CDS	615				hypothetical protein
MNHNOIJP_00525	CDS	1293				hypothetical protein
MNHNOIJP_00526	CDS	762	rbn_1	3.1.26.11		Ribonuclease BN
MNHNOIJP_00527	CDS	768	exoA_1	3.1.11.2	COG0708	Exodeoxyribonuclease
MNHNOIJP_00528	CDS	774				hypothetical protein
MNHNOIJP_00529	CDS	2802				hypothetical protein
MNHNOIJP_00530	tRNA	75				tRNA-Glu(ttc)
MNHNOIJP_00531	tRNA	74				tRNA-Lys(ttt)
MNHNOIJP_00532	tRNA	75				tRNA-Lys(ctt)
MNHNOIJP_00533	CDS	645	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease
MNHNOIJP_00534	CDS	357				hypothetical protein
MNHNOIJP_00535	CDS	699	ybhL		COG0670	Inner membrane protein YbhL
MNHNOIJP_00536	CDS	2082	fusA_1		COG0480	Elongation factor G
MNHNOIJP_00537	CDS	528				hypothetical protein
MNHNOIJP_00538	CDS	651				hypothetical protein
MNHNOIJP_00539	CDS	1221	prs_1			Putative ribose-phosphate pyrophosphokinase
MNHNOIJP_00540	CDS	1365	fucK	2.7.1.51		L-fuculokinase
MNHNOIJP_00541	CDS	735				hypothetical protein
MNHNOIJP_00542	CDS	618	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
MNHNOIJP_00543	CDS	2727	polA_1	2.7.7.7	COG0258	DNA polymerase I
MNHNOIJP_00544	CDS	399				hypothetical protein
MNHNOIJP_00545	CDS	420	fliS		COG1516	Flagellar secretion chaperone FliS
MNHNOIJP_00546	CDS	381	cheY_1		COG0784	Chemotaxis protein CheY
MNHNOIJP_00547	CDS	1983	ligA	6.5.1.2	COG0272	DNA ligase
MNHNOIJP_00548	CDS	1494				hypothetical protein
MNHNOIJP_00549	CDS	1863				hypothetical protein
MNHNOIJP_00550	CDS	468				hypothetical protein
MNHNOIJP_00551	CDS	870				hypothetical protein
MNHNOIJP_00552	CDS	261	ptsH		COG1925	Phosphocarrier protein HPr
MNHNOIJP_00553	CDS	1722	ptsI_1	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MNHNOIJP_00554	CDS	570				hypothetical protein
MNHNOIJP_00555	CDS	1851	htpG_1		COG0326	Chaperone protein HtpG
MNHNOIJP_00556	CDS	1395	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
MNHNOIJP_00557	CDS	543				hypothetical protein
MNHNOIJP_00558	CDS	519				hypothetical protein
MNHNOIJP_00559	CDS	606				hypothetical protein
MNHNOIJP_00560	CDS	543	cheW_2		COG0835	Chemotaxis protein CheW
MNHNOIJP_00561	CDS	312				hypothetical protein
MNHNOIJP_00562	CDS	2145	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
MNHNOIJP_00563	CDS	1158	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
MNHNOIJP_00564	CDS	1773				hypothetical protein
MNHNOIJP_00565	CDS	375	mprA_1		COG0745	Response regulator MprA
MNHNOIJP_00566	tRNA	86				tRNA-Leu(caa)
MNHNOIJP_00567	CDS	690	pyrH_1			Uridylate kinase
MNHNOIJP_00568	CDS	1065	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MNHNOIJP_00569	CDS	807	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MNHNOIJP_00570	CDS	852				hypothetical protein
MNHNOIJP_00571	CDS	1602	pyrG	6.3.4.2		CTP synthase
MNHNOIJP_00572	CDS	525				hypothetical protein
MNHNOIJP_00573	CDS	588				hypothetical protein
MNHNOIJP_00574	CDS	1170				hypothetical protein
MNHNOIJP_00575	CDS	3336	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
MNHNOIJP_00576	CDS	579				hypothetical protein
MNHNOIJP_00577	CDS	2061	recG	3.6.4.12		ATP-dependent DNA helicase RecG
MNHNOIJP_00578	CDS	789	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
MNHNOIJP_00579	CDS	1350	murJ_1			lipid II flippase MurJ
MNHNOIJP_00580	CDS	1335				hypothetical protein
MNHNOIJP_00581	CDS	1356	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
MNHNOIJP_00582	CDS	1044				hypothetical protein
MNHNOIJP_00583	CDS	2205	metG_1	6.1.1.10	COG0073	Methionine--tRNA ligase
MNHNOIJP_00584	CDS	798	mtnN_2	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
MNHNOIJP_00585	CDS	1059	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
MNHNOIJP_00586	CDS	846	rsmA_1	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
MNHNOIJP_00587	CDS	1251				hypothetical protein
MNHNOIJP_00588	CDS	714				hypothetical protein
MNHNOIJP_00589	CDS	1938		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
MNHNOIJP_00590	CDS	1758	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
MNHNOIJP_00591	CDS	627	rsxE	7.-.-.-		Ion-translocating oxidoreductase complex subunit E
MNHNOIJP_00592	CDS	2148	smc_2			Chromosome partition protein Smc
MNHNOIJP_00593	CDS	2208				hypothetical protein
MNHNOIJP_00594	CDS	909	murB_1	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MNHNOIJP_00595	CDS	1443	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MNHNOIJP_00596	CDS	1557				hypothetical protein
MNHNOIJP_00597	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MNHNOIJP_00598	CDS	753	djlA			Co-chaperone protein DjlA
MNHNOIJP_00599	CDS	1857				hypothetical protein
MNHNOIJP_00600	CDS	1503	glcA		COG1620	Glycolate permease GlcA
MNHNOIJP_00601	CDS	1218	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
MNHNOIJP_00602	CDS	492	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
MNHNOIJP_00603	CDS	1980	pcrA_2	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
MNHNOIJP_00604	CDS	1431	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
MNHNOIJP_00605	tRNA	74				tRNA-His(gtg)
MNHNOIJP_00606	tRNA	76				tRNA-Arg(tcg)
MNHNOIJP_00607	tRNA	83				tRNA-Leu(tag)
MNHNOIJP_00608	tRNA	72				tRNA-Gly(gcc)
MNHNOIJP_00609	CDS	1365	tig_1	5.2.1.8		Trigger factor
MNHNOIJP_00610	CDS	594	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MNHNOIJP_00611	CDS	1293	clpX_1		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MNHNOIJP_00612	CDS	2391	lon1_2	3.4.21.53	COG0466	Lon protease 1
MNHNOIJP_00613	CDS	153				hypothetical protein
MNHNOIJP_00614	CDS	627	rpsD		COG0522	30S ribosomal protein S4
MNHNOIJP_00615	tRNA	73				tRNA-Met(cat)
MNHNOIJP_00616	CDS	1356	zitB_1			Zinc transporter ZitB
MNHNOIJP_00617	CDS	369				hypothetical protein
MNHNOIJP_00618	CDS	465	cdd_1	3.5.4.5	COG0295	Cytidine deaminase
MNHNOIJP_00619	CDS	963	nrnA_1	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
MNHNOIJP_00620	CDS	1668	nagZ_2	3.2.1.52		Beta-hexosaminidase
MNHNOIJP_00621	tRNA	74				tRNA-Met(cat)
MNHNOIJP_00622	CDS	555	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
MNHNOIJP_00623	CDS	1218	ackA_1	2.7.2.1	COG0282	Acetate kinase
MNHNOIJP_00624	CDS	3378	mfd_1	3.6.4.-		Transcription-repair-coupling factor
MNHNOIJP_00625	CDS	963				hypothetical protein
MNHNOIJP_00626	CDS	2094				hypothetical protein
MNHNOIJP_00627	tRNA	74				tRNA-Asn(gtt)
MNHNOIJP_00628	CDS	1272	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
MNHNOIJP_00629	CDS	726				hypothetical protein
MNHNOIJP_00630	CDS	1872	fruA		COG1299	PTS system fructose-specific EIIABC component
MNHNOIJP_00631	CDS	924	lacC_1	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MNHNOIJP_00632	CDS	315				hypothetical protein
MNHNOIJP_00633	tRNA	76				tRNA-Asp(gtc)
MNHNOIJP_00634	CDS	1833	recD_1	3.1.11.5		RecBCD enzyme subunit RecD
MNHNOIJP_00635	CDS	3510	recB_1	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
MNHNOIJP_00636	CDS	3240	recC_1	3.1.11.5		RecBCD enzyme subunit RecC
MNHNOIJP_00637	CDS	1446	pncB	6.3.4.21		Nicotinate phosphoribosyltransferase
MNHNOIJP_00638	CDS	1437	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MNHNOIJP_00639	CDS	1344				hypothetical protein
MNHNOIJP_00640	CDS	1389				hypothetical protein
MNHNOIJP_00641	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
MNHNOIJP_00642	CDS	792	ydcV			Inner membrane ABC transporter permease protein YdcV
MNHNOIJP_00643	CDS	810	potH		COG1176	Putrescine transport system permease protein PotH
MNHNOIJP_00644	CDS	1044	potA	7.6.2.11		Spermidine/putrescine import ATP-binding protein PotA
MNHNOIJP_00645	CDS	840	rbgA		COG1161	Ribosome biogenesis GTPase A
MNHNOIJP_00646	CDS	615	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
MNHNOIJP_00647	CDS	1545	ptsG_2	2.7.1.199		PTS system glucose-specific EIICBA component
MNHNOIJP_00648	CDS	984				hypothetical protein
MNHNOIJP_00649	CDS	531				hypothetical protein
MNHNOIJP_00650	CDS	1689				hypothetical protein
MNHNOIJP_00651	CDS	1638	groL		COG0459	60 kDa chaperonin
MNHNOIJP_00652	CDS	327				hypothetical protein
MNHNOIJP_00653	CDS	297				hypothetical protein
MNHNOIJP_00654	CDS	1761	secD_1			Protein translocase subunit SecD
MNHNOIJP_00655	CDS	900	secF_1		COG0341	Protein translocase subunit SecF
MNHNOIJP_00656	CDS	1143				hypothetical protein
MNHNOIJP_00657	CDS	831	cbpA_1		COG2214	Curved DNA-binding protein
MNHNOIJP_00658	CDS	1134				hypothetical protein
MNHNOIJP_00659	CDS	687	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
MNHNOIJP_00660	CDS	747	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
MNHNOIJP_00661	CDS	1566	lysS	6.1.1.6	COG1384	Lysine--tRNA ligase
MNHNOIJP_00662	CDS	873	era_1			GTPase Era
MNHNOIJP_00663	CDS	276				hypothetical protein
MNHNOIJP_00664	CDS	411				hypothetical protein
MNHNOIJP_00665	CDS	450				hypothetical protein
MNHNOIJP_00666	CDS	669				hypothetical protein
MNHNOIJP_00667	CDS	960				hypothetical protein
MNHNOIJP_00668	CDS	1029				hypothetical protein
MNHNOIJP_00669	CDS	552				hypothetical protein
MNHNOIJP_00670	CDS	1026	flaA			Flagellar filament outer layer protein
MNHNOIJP_00671	CDS	2595				hypothetical protein
MNHNOIJP_00672	CDS	1401				hypothetical protein
MNHNOIJP_00673	CDS	486				hypothetical protein
MNHNOIJP_00674	CDS	441	cheY_2		COG0784	Chemotaxis protein CheY
MNHNOIJP_00675	CDS	516				hypothetical protein
MNHNOIJP_00676	CDS	1047				hypothetical protein
MNHNOIJP_00677	CDS	864				hypothetical protein
MNHNOIJP_00678	CDS	663	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
MNHNOIJP_00679	CDS	1611	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MNHNOIJP_00680	CDS	1152				hypothetical protein
MNHNOIJP_00681	CDS	927	rfuD		COG1079	putative riboflavin import permease protein RfuD
MNHNOIJP_00682	CDS	2262				hypothetical protein
MNHNOIJP_00683	CDS	1902				hypothetical protein
MNHNOIJP_00684	CDS	1068	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
MNHNOIJP_00685	CDS	1224	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
MNHNOIJP_00686	CDS	1065	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
MNHNOIJP_00687	CDS	1269	mvaA_1	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
MNHNOIJP_00688	CDS	939				hypothetical protein
MNHNOIJP_00689	CDS	954				hypothetical protein
MNHNOIJP_00690	CDS	894	galK_1	2.7.1.6		Galactokinase
MNHNOIJP_00691	tRNA	74				tRNA-Val(tac)
MNHNOIJP_00692	CDS	468			COG2340	putative protein
MNHNOIJP_00693	CDS	537			COG0783	putative protein
MNHNOIJP_00694	CDS	2010	fusA_2		COG0480	Elongation factor G
MNHNOIJP_00695	CDS	1209	nanK_1	2.7.1.60		N-acetylmannosamine kinase
MNHNOIJP_00696	CDS	1335	ffh_1		COG0541	Signal recognition particle protein
MNHNOIJP_00697	CDS	261	rpsP		COG0228	30S ribosomal protein S16
MNHNOIJP_00698	CDS	249				hypothetical protein
MNHNOIJP_00699	CDS	501	rimM			Ribosome maturation factor RimM
MNHNOIJP_00700	CDS	720	trmD_1	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
MNHNOIJP_00701	CDS	366	rplS		COG0335	50S ribosomal protein L19
MNHNOIJP_00702	CDS	540				hypothetical protein
MNHNOIJP_00703	CDS	492	coaD_1	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MNHNOIJP_00704	CDS	243	acpP_1		COG0236	Acyl carrier protein
MNHNOIJP_00705	CDS	738	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
MNHNOIJP_00706	CDS	1233	cca_1	2.7.7.72		CCA-adding enzyme
MNHNOIJP_00707	CDS	1773				hypothetical protein
MNHNOIJP_00708	CDS	324				hypothetical protein
MNHNOIJP_00709	tRNA	74				tRNA-Thr(tgt)
MNHNOIJP_00710	tRNA	84				tRNA-Tyr(gta)
MNHNOIJP_00711	CDS	1032	mltG_1	4.2.2.-	COG1559	Endolytic murein transglycosylase
MNHNOIJP_00712	CDS	1782	dnaG_1	2.7.7.-		DNA primase
MNHNOIJP_00713	CDS	1896	rpoD_1			RNA polymerase sigma factor RpoD
MNHNOIJP_00714	CDS	759				hypothetical protein
MNHNOIJP_00715	CDS	969				hypothetical protein
MNHNOIJP_00716	CDS	1050	mbl		COG1077	Cell shape-determining protein Mbl
MNHNOIJP_00717	CDS	846				hypothetical protein
MNHNOIJP_00718	CDS	483				hypothetical protein
MNHNOIJP_00719	CDS	1800	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MNHNOIJP_00720	CDS	1317	mrdB_1	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
MNHNOIJP_00721	CDS	1746	thrS_1	6.1.1.3	COG0441	Threonine--tRNA ligase
